Case,TCGA-CS-4942,TCGA-CS-4943,TCGA-CS-5393,TCGA-CS-5394,TCGA-CS-6290,TCGA-CS-6665,TCGA-CS-6666,TCGA-DB-5273,TCGA-DB-5277,TCGA-DB-A4XB,TCGA-DB-A4XD,TCGA-DB-A4XF,TCGA-DB-A64X,TCGA-DB-A75L,TCGA-DB-A75O,TCGA-DH-5142,TCGA-DH-A66B,TCGA-DH-A66D,TCGA-DH-A7UT,TCGA-DH-A7UU,TCGA-DH-A7UV,TCGA-DU-7010,TCGA-DU-7298,TCGA-DU-7299,TCGA-DU-A5TP,TCGA-DU-A5TW,TCGA-DU-A6S7,TCGA-E1-5302,TCGA-E1-5303,TCGA-E1-5304,TCGA-E1-5305,TCGA-E1-5307,TCGA-FG-7636,TCGA-FG-8185,TCGA-FG-A6J3,TCGA-FG-A87N,TCGA-HT-7477,TCGA-HT-7479,TCGA-HT-7601,TCGA-HT-7686,TCGA-HT-7855,TCGA-HT-8106,TCGA-HT-8563,TCGA-HT-A5R7,TCGA-HT-A618,TCGA-HT-A74O,TCGA-HW-8319,TCGA-HW-8320,TCGA-HW-8321,TCGA-P5-A5EU,TCGA-P5-A5EZ,TCGA-P5-A72W,TCGA-P5-A72X,TCGA-S9-A6TS,TCGA-S9-A6U1,TCGA-S9-A6U6,TCGA-S9-A6U9,TCGA-S9-A6WG,TCGA-S9-A6WL,TCGA-S9-A6WN,TCGA-S9-A7IS,TCGA-S9-A7IZ,TCGA-S9-A7QW,TCGA-S9-A7QX,TCGA-S9-A7R4,TCGA-S9-A7R8,TCGA-S9-A89Z,TCGA-TM-A84F,TCGA-TM-A84I,TCGA-VV-A86M,TCGA-WY-A858
PPIB,286.5506788,238.7424084,187.9842354,177.1255697,248.1942213,225.3170251,395.6734307,366.0103407,304.4081923,191.9630139,192.0819709,133.6702784,243.860012,201.36561,282.5215782,268.9950596,232.6746707,196.76608,189.345013,182.9908618,196.3990639,207.7452364,236.0023887,207.8029672,363.0569213,240.7169045,228.73901,213.5429772,332.2174364,247.9004511,241.5205879,183.4543626,255.6859771,289.3342914,941.3678129,261.1686196,261.2429198,258.5070401,267.9643425,265.1680466,186.7218518,210.9487415,406.1510962,142.9542459,172.1648445,450.4036416,174.2542161,201.0936282,162.1493794,329.6043661,210.576948,469.6254909,192.9996766,200.0557033,238.7579748,202.5198419,288.6870132,258.144195,180.2356584,308.7589281,461.1353278,192.1770626,284.0578215,268.8607178,152.5406389,222.3718525,319.5399419,270.4945729,266.5603338,211.6896198,296.1381231
FMNL2,240.6127423,289.5466153,278.9590109,409.1766313,303.2119474,420.3895532,171.0983014,332.6579398,249.5198592,305.1173491,301.7750056,291.1432036,277.8273212,223.2463226,227.3966566,209.0095493,158.3591158,364.7273248,306.136594,279.4935656,197.3703666,298.6618655,217.5745388,356.7994791,276.9089147,256.4961647,263.6500958,256.0168159,263.4337608,242.5816043,292.2588336,392.0645493,265.477312,350.989413,86.73277444,140.8409191,181.0347148,424.6336147,353.3181321,238.9928715,257.1879995,284.7752439,170.8807873,247.9054716,303.8258946,99.15360413,401.7001174,204.4101327,312.9672729,184.612711,279.943023,175.8553726,213.0099234,206.6513007,339.0939597,214.6650589,268.752245,140.4889795,225.986656,273.4966546,245.4829136,249.3387631,238.6628454,229.9674995,253.5074445,258.7946669,179.2300996,261.0413481,216.4358434,217.7385509,223.5524609
KIF5C,160.3896598,200.8454405,587.3251242,673.1535958,164.9568809,485.0801034,119.1528955,212.3382416,292.1274999,351.5693268,201.1304631,315.4408813,191.6737363,260.1718324,205.0683038,117.8330876,115.3598786,240.8720045,243.6244868,228.1368835,79.16102348,519.0923218,510.1235788,263.6532301,235.7950232,114.6794283,134.1955061,257.3223942,221.4629569,141.7638836,324.7527465,340.360408,234.8180192,53.68014073,189.1868336,347.1108884,174.1256101,299.9252303,408.016875,253.188708,224.1559823,202.3507285,150.2662457,725.751143,450.6055474,62.61207904,403.2667116,171.2933006,317.9518455,251.1328427,172.6218727,126.7733097,150.089308,276.7594268,188.3123302,339.7019263,123.713016,114.16884,725.2172288,302.2745993,347.6278051,253.2754542,195.2873436,222.2305989,215.8062132,205.0490021,183.7162782,316.3139656,137.6773609,153.6393531,171.8706394
LGALS3BP,355.0045692,123.1890551,107.4820882,116.7477341,521.7107036,254.9452258,235.8149445,414.5380743,152.3634624,205.7118284,150.5570409,356.5930216,169.2638458,120.2425115,368.5157719,345.89962,362.9951226,221.2802304,260.1691344,116.2658244,145.3407262,191.1348181,139.6907634,148.0441069,217.987878,148.2708839,173.6417567,262.2545601,304.9715928,118.0188511,206.4003808,126.3072722,247.2378718,186.2642295,1105.584985,139.1327141,253.6309483,248.1665585,384.5827033,273.0470336,150.314934,362.2064246,957.458041,188.2922856,211.0769393,722.2025795,120.752006,164.5812121,145.4114819,378.3139245,248.3069472,266.7937762,160.907671,173.9585042,180.321648,111.278426,246.1946603,232.7695118,177.9371098,713.3956656,207.0717435,261.1488466,154.9125083,194.1190397,137.7610268,239.2831302,413.0179258,280.3636311,163.0819865,171.3727645,230.8856924
PNMA1,171.5406501,370.2168543,269.9950059,318.8702194,235.8929505,198.5367956,229.6784111,315.6090505,209.1797473,324.6505604,289.9049218,366.0799686,377.094842,339.633079,329.0820708,274.4552311,419.2425167,338.2969146,226.2313968,330.0219179,406.3863545,204.3327431,145.7214556,292.090582,274.2256454,217.1233929,304.2240413,293.0702466,234.3978646,234.3342065,235.6099584,285.8543644,347.519315,328.0601993,131.052435,248.2542581,193.1914925,239.0608684,199.9601965,237.3099631,260.468927,173.8542631,90.04418446,272.2742049,220.4192809,308.4392956,245.1645694,310.8391885,286.2425449,159.9577188,126.9548377,427.9333459,307.9131237,302.9957931,241.9094103,278.0707975,217.4278493,246.3604521,281.4463591,276.1514488,166.7835868,318.5626671,382.4021383,171.3810125,240.2210962,128.6721509,284.4382383,259.2451905,147.0489395,125.217729,97.30024196
BRD2,222.6619082,248.1828116,264.8788597,279.9479809,234.0959369,288.8298953,292.8099741,213.543032,255.9201475,259.5493557,263.6003998,252.0347898,206.5583303,249.6041994,286.3839865,246.4677008,223.0642505,276.0304026,227.5040604,256.3232342,290.9318916,224.0199119,225.1053231,289.1179872,298.7298789,255.8731822,364.8893413,187.9197431,222.1935893,303.1802655,205.9578108,289.2206765,252.6789502,287.477679,162.4325102,294.5639179,341.3623792,224.7042999,217.0844389,235.4092686,327.3633237,287.9606523,374.9200581,225.6712291,176.4803047,255.3098451,260.7995101,304.5128516,292.7426991,244.4228174,251.0358645,301.3656461,288.9125892,236.0816543,207.7789931,249.6770524,368.0737232,273.7146858,243.7896847,211.8523913,268.6100578,191.57108,269.8893031,207.5777611,263.6661695,292.4541194,187.9130272,211.647054,300.8421022,310.9217366,215.6478109
RDX,285.970147,301.4937499,240.0504955,228.2413479,287.9603484,222.7349857,202.6187929,400.535257,212.8553437,215.4926918,293.8704266,349.2759637,174.7141552,260.4574452,288.3752619,296.1354408,352.1536287,260.4432369,234.4431176,190.8848816,216.6545169,238.2523537,232.68157,258.4255615,202.730945,247.5500759,227.1726697,313.1304958,327.2964921,271.8941524,264.0275686,373.7816415,273.6389323,284.8816045,105.3920408,259.193052,166.7707603,329.7635561,453.2127088,378.337737,296.0325248,399.7425528,374.8641425,104.8185828,375.0674804,183.8027889,260.7374678,236.3311377,201.0669461,380.6343974,242.8491227,253.6934811,250.3643791,128.9460304,243.8645775,162.9299884,259.1109088,178.9966503,133.4062282,519.781698,195.5249283,271.0790464,196.7266876,187.4269943,206.3990878,180.912714,296.3049062,205.5237977,273.5135081,209.3084079,183.0450844
ACTR2,330.3104019,255.6181872,257.6990523,307.2997658,309.3632723,333.5893435,222.1379519,267.4402516,287.4461448,213.9243313,235.974041,244.4149597,165.3351983,208.3129121,169.6497858,324.7401985,300.8571021,219.4935602,164.3859282,239.8255924,184.0133789,250.6038592,299.5343343,265.9083039,336.0517097,186.3727635,216.2639618,245.8416309,311.8720157,231.1765096,322.2603786,244.8740444,202.1005768,206.7648512,157.4942113,279.0333366,168.1890503,275.9628799,416.5124756,368.9332451,214.9207853,441.8587815,429.4945495,238.1224024,396.57485,168.9511138,248.0961229,193.8212368,251.4010428,356.9462681,252.2674977,148.9498219,202.0920778,177.3350138,258.5283263,227.9850639,265.2153386,223.9304715,269.9349784,338.1408365,298.4072078,238.1036992,192.506235,237.9780529,292.1784803,243.7710562,268.302464,209.2249681,292.4221642,272.5344803,226.1238545
DCAF7,287.4016942,398.3341346,248.1116526,353.6764088,240.4315674,278.2791963,337.1469846,292.1270463,395.2087354,371.644337,303.9692494,322.6570134,165.0031999,212.0666636,250.9981172,273.1821945,213.7813662,262.9281472,162.32542,290.9061646,260.7534483,319.1954591,254.8648052,275.1482457,207.1217492,191.1822179,314.4883521,327.8441063,244.7079088,386.8176303,303.9053967,311.8173028,334.6026681,292.9545584,131.8025583,328.6183643,285.2993643,203.3465564,247.8548576,243.3882382,321.9963812,187.6806461,183.7602228,149.4395296,240.927464,158.3733051,266.4764854,313.018689,270.5478682,226.0717685,192.3038527,193.4497195,262.2521525,203.8679639,322.1350116,231.3046279,183.1067889,306.7810538,267.1619899,144.3675798,307.3396484,182.2158999,243.6151639,247.5061309,223.9283442,245.7140025,180.0742726,218.559534,313.1306595,229.8719357,157.0454449
NELF,253.7791974,197.2179894,274.0148382,247.7783396,278.4914523,152.8230957,257.2814869,361.0045616,192.3378438,223.7907411,262.5164932,164.0534798,352.4439596,190.9926059,457.1763072,304.6030677,142.0166548,295.6837856,414.3131404,263.3640722,236.356075,617.1989972,250.5463487,198.475752,159.6212343,245.8057136,258.4028692,250.8152456,204.0089494,181.27662,186.0654804,152.008164,390.5038346,276.1721878,180.6542061,191.1155002,446.0525157,207.9306568,338.6456435,292.093601,180.0660294,141.3803463,90.23057349,461.2779838,323.0351457,264.1513978,384.8708411,235.2124554,253.8596497,111.8466456,198.800119,259.391815,375.9569219,286.501103,307.1737326,343.6478176,220.545564,285.9514588,337.418723,125.6247481,117.981957,182.4149479,504.6244458,313.4065939,207.8053071,142.5190475,167.5322673,377.9547774,194.6102086,131.2693685,220.6953581
AZIN1,302.2068925,389.0940521,327.3044557,447.112532,223.4059898,233.2496729,386.4656879,290.3539621,319.4293051,257.6958407,360.9139143,259.3770792,273.7880076,215.0655904,196.4503432,229.1081034,325.1072042,222.3070516,173.2339808,220.3367393,240.9266679,253.0177316,197.9066147,283.6267373,187.917523,205.386321,263.5810525,272.8442125,403.5529189,229.1198523,428.2673919,400.5307255,333.3725091,261.5839191,104.3918763,205.3453404,357.4701107,332.5348547,264.8650623,199.1376286,362.0560599,222.9783829,206.8723686,217.4382059,196.4389404,195.4490628,243.1326484,279.0917758,242.6443587,181.9054961,219.2790415,179.8500853,198.4610866,202.9553939,250.0063502,286.2131204,208.9654782,212.5800679,299.6222311,352.158138,210.4235006,255.5534288,283.5020904,261.3380106,237.3359174,204.1185814,166.495138,227.9485353,214.4911928,196.0008243,187.3942301
METTL7A,326.505503,136.9950363,381.8193701,412.8374463,374.3553629,114.1492015,98.52418311,144.1654149,87.53767514,162.7102415,429.9665932,184.0113847,468.8923938,294.465634,430.7348363,137.5844514,199.2496438,140.8389608,195.8692431,187.3184408,373.6408645,64.82972216,309.4743656,399.4701537,29.91512256,276.0828729,305.535848,298.5826701,485.4649899,131.5636954,319.8378955,491.6832123,299.8743947,293.0885511,220.223103,64.7708377,98.06468984,317.6990405,182.7029182,247.1104329,352.881626,283.7765759,184.7294414,177.7214895,258.0384338,236.2377336,233.8416448,336.9160447,274.2526208,42.63863384,151.5150578,248.0245124,302.217933,272.5387976,255.2342951,345.7773503,687.285783,160.2106204,194.0390652,568.0989088,81.71591209,357.3545942,320.5347167,196.8306862,229.2380366,343.4906055,128.2661371,306.0541084,88.64725617,262.5989539,255.4250375
PON2,425.2633371,160.8893053,377.9500133,173.7084931,467.5237451,102.9323346,123.7269869,382.7362123,280.5155473,273.7216304,399.2207005,202.8086533,393.750094,179.3845302,235.4270281,217.6893506,115.6578492,264.0371136,338.9228741,117.1631884,406.6159288,245.3842498,170.1321079,472.9943354,93.93658894,404.6673737,138.2690127,783.4686571,511.253625,212.5419526,310.3808893,270.3935171,322.5376653,192.913537,129.864747,92.43126355,120.2913374,403.5050737,212.7701179,320.2674769,138.28488,211.4248271,158.7469134,300.098769,358.2312869,251.303095,400.9400825,448.3984544,278.4794079,155.3554529,135.4313716,237.8027555,304.9038737,152.4674999,166.571727,164.9342535,214.9651169,168.5079878,166.2393075,201.3128647,103.4855954,377.922719,625.8221376,277.8317867,174.4197188,113.2927897,98.38239261,347.5017709,198.0236949,119.7080303,138.3790369
WDR1,203.3548725,196.9833762,196.4557624,234.1593521,277.569908,253.414833,367.8975824,324.338082,200.9508067,154.8969548,173.6627263,305.1717698,196.8750443,222.2262827,307.2760152,322.2905644,517.6869197,230.6037768,220.2922949,195.6477953,189.481393,248.8953398,178.6781112,191.6812425,317.9562749,215.6282236,223.74356,264.6584724,289.8989082,161.790318,234.8878705,167.3883836,210.7826452,271.1810224,308.3623536,185.9438659,313.3815226,220.7869775,345.0315979,315.3375461,251.23373,378.6500027,412.2163571,142.6549114,298.6801102,394.0768061,137.8914986,215.6741008,301.2804641,340.8770122,238.429735,247.701412,271.4291078,195.8145374,203.4011206,199.9671214,319.0286645,356.1220835,179.3119492,465.5973925,287.782129,369.4743069,140.47027,188.7703773,212.21793,157.6247525,474.4737607,233.9357188,194.7550255,153.3683854,239.7427153
JAK1,221.9084646,217.9359799,214.7922028,160.8102831,365.9232068,184.6192346,555.2769463,684.0923919,180.6710316,152.6442235,287.6313643,435.9704854,153.6875912,252.1339041,342.9230358,315.4045931,330.516488,316.3229118,474.7950409,164.7463538,179.3175636,246.1993241,191.3001293,228.3335101,187.9618736,199.4804083,161.3982296,316.8814299,299.1806541,193.0556507,240.0589409,187.9490948,176.9533345,234.9029644,94.89034318,113.0394512,199.0267451,259.335099,780.321822,880.0821974,330.3607109,387.8446342,303.8874774,163.7710907,320.7869865,202.1002608,192.3811323,224.5656898,347.7582532,146.0735717,130.1667436,110.1776352,214.2534165,135.6990445,330.5294763,175.8533162,243.679527,198.9152627,192.71083,183.9239792,131.2046535,196.901097,146.9107307,199.2189244,210.2540709,170.6780486,431.4932675,143.5291979,270.3896503,168.5426428,158.8549454
EXOC7,240.2548555,242.1551045,205.7852071,202.104082,213.9760338,206.545244,240.0423577,261.7709284,243.0400219,380.2181351,261.9132087,386.1155832,229.620879,234.6811948,288.1111718,224.4981684,247.9270203,283.2545071,257.1995861,264.55434,262.8112598,315.2563017,228.0986992,235.4446037,267.7627347,256.2766263,321.8213495,206.8153317,195.6678285,351.1610209,229.1740657,240.7786333,239.5176948,246.6995301,286.9082602,317.9232621,287.9608856,199.1583503,237.9074002,235.3965974,242.6794296,150.4544449,228.4188554,232.1377079,220.6028781,279.7867851,213.9081824,280.9900638,236.2674704,232.6110459,205.6827731,269.4667103,237.297532,256.6283805,279.227169,293.423254,230.9571551,404.2766171,333.3662018,203.4348397,238.3672925,224.7379545,307.3681274,246.9864398,215.8423359,267.4248923,247.1100905,301.4638403,283.1130622,285.6674399,218.4852309
ASAH1,338.221576,135.5693193,201.808371,308.6275221,300.6776952,269.7810214,219.3300895,274.8735701,156.7888062,151.2184404,223.4430442,374.9865922,132.1076911,211.5974466,209.4425734,239.2152482,218.8009963,260.4843095,228.170699,254.5285117,277.9297005,193.9248799,234.3028855,221.2607781,150.8396258,217.7713026,330.0459203,434.9218839,375.978293,124.5835277,248.4444672,267.6722425,203.1651377,367.9057763,147.1175313,158.7379179,159.983221,394.1493405,385.4759743,380.0602454,213.6043696,483.6822933,578.1019416,173.0713566,347.4151556,216.0437326,234.6947431,222.4826313,266.2032056,144.7006269,221.2593142,295.0504767,232.1099405,240.0057049,260.8235257,169.6526246,393.2774355,176.4852821,182.1082371,365.5382887,129.1265616,490.4060377,163.8413221,228.1016862,236.0509283,242.1291344,343.5786265,257.9388935,186.9557195,160.8350858,302.7577133
EWSR1,236.4687916,191.3887932,227.6685604,205.252191,246.0069298,276.9828617,225.9195061,218.4303802,177.2697331,243.3524733,267.4337242,278.9565175,293.0992466,290.671077,391.5622866,224.5560362,233.6994516,223.6829954,292.3796857,284.3255134,332.6098691,243.5033135,190.345522,241.6003663,279.592184,283.3095209,395.6592557,176.5218775,222.5183154,229.2652742,219.8172185,252.5943861,292.8956204,297.7782358,369.2784515,249.3669431,232.7618107,217.5781034,218.6239126,171.7953082,274.7065164,176.8330466,178.4108787,230.0164333,219.894708,349.0944083,235.4702862,269.9301579,242.9643163,216.6158536,256.662739,352.4156943,252.6772719,251.4812625,286.5594727,295.4828409,345.0445568,284.2772133,201.4259279,149.4382345,300.5020567,236.2459347,302.2867542,251.5611604,224.3162639,233.782684,208.2455504,268.7158343,285.0779912,306.2550522,294.218148
MORF4L1,247.9023232,243.0033153,209.7405453,235.506073,294.8489119,237.3187146,306.0114454,296.2869752,249.2089883,199.8946392,212.841925,276.357699,285.1036163,253.827173,232.3911584,265.8911652,386.2825506,219.9453592,197.3540173,228.7351226,210.6230023,322.0325413,276.5480133,141.6889014,277.5963649,164.1196687,208.4851778,304.2401567,296.2851791,296.5532594,285.7600532,277.5292906,227.2478246,266.6755764,237.7259343,213.9804093,197.8515913,348.0582876,281.0770247,340.6009802,256.9652224,217.2790867,296.2082814,280.9900262,300.9032898,249.807246,247.5377327,240.3622458,221.7461954,294.8156888,256.5661382,367.395861,237.606166,231.4731826,229.0095562,236.5867029,293.3795682,231.5630693,219.7416121,273.7355882,229.4950191,313.122069,208.656168,185.7850781,240.9726958,226.9686982,309.4740122,223.8663592,271.9412355,229.4504285,240.9173006
PTPRA,306.2566627,250.4441039,218.4386407,379.2262387,241.6526185,224.5322026,253.7490179,316.9577341,234.9089115,231.0476889,268.8877413,262.4300585,299.4199424,295.3946848,301.5630285,292.5285002,342.6791299,286.3719392,213.4286899,317.3092975,234.1110598,258.8172977,251.1221419,281.6394889,135.915106,190.0309412,336.7200222,278.6198223,211.7923532,280.1831052,271.7143001,260.6574131,368.7395212,289.6550304,164.7766391,111.4878028,229.5200019,266.0816448,248.2349724,249.8426884,256.3228123,195.1534329,199.454114,266.8520981,268.7661406,239.6613658,298.6770203,276.2103987,232.8267685,193.5465198,216.2405305,381.0248722,310.4252243,298.5064072,279.1462014,268.1417544,188.8706313,188.4051801,254.9072589,314.7659239,181.4810537,323.878976,354.6715751,298.6699189,206.0344393,174.9470548,220.6780568,222.8983402,197.713379,161.6440774,182.8552468
RPL38,159.0146231,252.3155806,237.4279336,150.2261672,209.4906322,192.9193579,250.5562086,196.9715083,291.8532021,151.5606258,184.5017757,218.8557199,315.8134718,232.1002838,244.1102807,241.4334221,259.2101928,205.38502,399.4956791,350.776278,291.5162625,220.6969192,220.2110734,167.0365118,214.0627656,313.0384567,199.7858342,209.2233947,272.6072609,294.7666713,249.7721772,230.6024918,272.5507177,347.5391418,566.5916009,212.1468248,154.593719,172.1538285,137.0509445,256.7327164,253.9475827,147.40679,104.2656111,130.2291457,174.1322268,436.975698,116.6571379,232.6857757,206.0346815,142.7669063,259.7297463,562.9604274,170.1841142,378.0774252,259.1446295,255.8568643,230.3440923,326.7489079,296.0103582,141.2083775,218.6017962,199.8646775,329.341552,377.8392877,271.4246206,331.8329379,222.5000224,344.8347469,302.4971243,542.3592725,396.4707025
SEPN1,228.5199475,227.2843476,183.5579121,148.9932506,270.9808458,182.4226686,242.0194087,571.0923478,253.2137421,204.0579216,214.2959421,500.083047,188.3260888,181.3838097,248.7783392,245.0982251,336.6592377,284.2860552,218.4741988,236.0290609,185.4116893,276.2473357,157.2070364,187.756828,325.6956179,199.8292762,258.6330117,255.5401778,234.3978646,288.4512776,222.1698221,140.1152008,317.9482368,171.8936948,495.8301581,372.2638494,275.2902798,184.9476384,480.9231888,449.0991114,173.8889828,291.9553242,474.1159086,160.3152545,254.0417139,241.6869083,192.3656193,222.7719463,169.2734442,592.2999178,204.4994428,148.9791988,254.8160768,227.3894334,209.564147,209.6752783,184.5739459,272.0650587,158.0135605,392.5109774,382.8548041,201.7887947,203.1427491,216.7575558,195.6099881,170.1033783,397.0992287,176.2682228,169.5365864,126.3317164,185.8386957
KPNB1,263.9883832,374.9090866,264.1909709,329.3215551,252.3656005,339.5308662,388.0734116,277.1012893,352.9851117,240.8716131,263.2302837,229.1752943,156.7032404,194.5423504,213.3924699,258.4072471,229.780015,230.5421679,167.5675924,282.2776905,204.1114688,252.9863812,311.459341,238.0127504,342.3496265,180.5665258,293.6835627,216.9532185,248.4693164,419.8280079,240.1288204,294.3003823,211.4450376,227.8181889,127.7394004,293.2318305,249.6597362,234.5184437,270.034647,243.0120577,280.8228057,237.4246251,264.3172422,153.0986534,241.1772606,208.9651508,237.7658942,271.9553578,265.8495738,313.920887,190.709978,221.0895905,222.9827185,182.1716292,316.2907635,237.2339099,226.5189995,215.8546939,242.8808916,267.6295655,414.4116256,197.0116781,239.4191104,254.2230513,251.4223606,244.7288452,244.9309201,194.5291417,303.1591363,312.8185214,176.1245452
